대여소 번호,보관소(대여소)명,자치구,상세주소,위도,경도,설치시기,LCD 거치대수,QR 거치대수,운영방식
408, LG CNS앞,마포구,서울특별시 마포구 월드컵북로 424,37.58081055,126.8866501,2015-10-07,14,,LCD
409, 누리꿈스퀘어 옆,마포구,서울특별시 마포구 월드컵북로 396,37.57939911,126.8891602,2015-10-07,,30,QR
410, 상암중학교 옆,마포구,서울특별시 마포구 상암동 1691,37.57739258,126.8874741,2015-10-07,,10,QR
411, DMC홍보관,마포구,서울특별시 마포구 월드컵북로 366,37.5779953,126.8914719,2015-10-07,,10,QR
412, DMC산학협력연구센터 앞,마포구,서울특별시 마포구 매봉산로 37,37.57580185,126.8907394,2015-10-07,,22,QR
413, 상암월드컵파크 3단지 후문,마포구,서울특별시 마포구 매봉산로 8,37.57147598,126.8896866,2015-10-07,,10,QR
414, 상암동주민센터 옆,마포구,서울특별시 마포구 매봉산로2길 16,37.57822037,126.8944702,2015-10-07,,8,QR
415, DMC역 9번출구 앞,마포구,서울특별시 마포구 성암로 지하184,37.57746887,126.8973618,2015-10-07,,10,QR
416, 상암월드컵파크 1단지 교차로,마포구,서울특별시 마포구 월드컵북로 502-7,37.57566452,126.8944473,2015-10-07,,12,QR
417, DMC역 2번출구 옆,마포구,서울특별시 은평구 수색로 지하175,37.57506943,126.8999176,2015-10-07,,20,QR
418, 월드컵경기장역 3번출구 옆,마포구,서울특별시 마포구 월드컵로 지하240,37.57072067,126.8989792,2015-10-07,,20,QR
419, 홈플러스 앞,마포구,서울특별시 마포구 월드컵로 240,37.56842041,126.8994293,2015-10-07,,21,QR
420, 서울시 공공자전거 상암센터,마포구,서울특별시 마포구 월드컵북로47길 10,37.56624603,126.8961792,2015-10-07,,37,QR
421, 마포구청 앞,마포구,서울특별시 마포구 월드컵로 212,37.56574631,126.9018631,2015-10-07,,8,QR
422, 문화비축기지,마포구,서울특별시 마포구 증산로 87,37.56897736,126.8944016,2017-08-28,,9,QR
424, 롯데하이마트 (상암월드컵점),마포구,서울특별시 상암동 1715-29,37.57361984,126.8980484,2017-11-01,15,,LCD
425, DMC첨단산업센터,마포구,서울특별시 마포구 성암로330,37.58450317,126.8855972,2017-11-01,10,,LCD
426, 서울신용보증재단,마포구,서울특별시 마포구 마포대로 163,37.54906082,126.9541779,2018-07-04,10,,LCD
427, 성산시영아파트,마포구,서울특별시 마포구 월드컵북로 260,37.56958389,126.9038162,2018-02-26,10,,LCD
432, 마포중앙도서관,마포구,마포구 성산로 128,37.56333923,126.9082031,2018-10-12,10,,LCD
436, 이대역 5번출구,마포구,마포구 대흥동 2-1,37.55659103,126.9461899,2018-11-21,10,,LCD
437, 대흥역 1번출구,마포구,마포구 대흥동 105-4,37.54846954,126.9409256,2018-12-04,12,,LCD
438, 성산2-1 공영주차장,마포구,마포구 성산동 199-46,37.56472015,126.9067688,2018-11-22,15,,LCD
440, 하늘공원 입구,마포구,마포구 하늘공원로 108-2,37.57012177,126.8813477,2019-08-02,15,,LCD
487,신석초교앞 교차로 교통섬,마포구,마포구 용강동 494-6 ,37.54364014,126.9383087,2020-04-03,,15,QR
488,푸르메병원,마포구,마포구 상암동 632,37.58456802,126.8802109,2020-04-06,,10,QR
489,구룡근린공원,마포구,마포구 상암동 1583,37.58320236,126.8827667,2020-04-06,,10,QR
490,가온문화공원,마포구,마포구 상암동 1594,37.58207703,126.8876648,2020-04-06,,23,QR
491,월드컵파크 4단지,마포구,마포구 상암동 1761,37.57597733,126.8880692,2020-04-06,,10,QR
492,성산시영아파트 후문,마포구, 마포구 중동 77-11,37.57313538,126.9018478,2020-06-03,,10,QR
493,홍대입구역 6번출구,마포구,마포구 서교동 193-4,37.55657578,126.9288559,2020-04-12,,7,QR
494,신수동주민센터,마포구,마포구 신수동 458,37.54724503,126.9350281,2020-09-16,,5,QR
495,염리초등학교 앞,마포구,마포구 도화동 536,37.54243088,126.9469986,2020-03-26,,10,QR
497,합정동주민센터 앞,마포구,마포구 합정동 473-2,37.551754,126.9123001,2020-04-06,,25,QR
498,연남동주민센터 앞,마포구,마포구 연남동 250-11,37.56465149,126.9221268,2020-04-08,,10,QR
3002,벽산상암스마트큐브,마포구,마포구 성산동 593-1,37.5650444,126.9036026,2020-04-06,,10,QR
3003,래미안신공덕3차아파트,마포구,마포구 공덕동 457,37.54554749,126.9567947,2020-04-02,,5,QR
3005,마포구청 청사내,마포구,마포구 월드컵로 212,37.56624603,126.9021835,2020-04-02,,10,QR
3006, 상암월드컵파크5단지(상암중학교),마포구,마포구 상암동 1727,37.57948685,126.8873901,2020-04-06,,10,QR
3007,MBC 앞,마포구,마포구 상암동 1704,37.58194733,126.8902969,2020-04-06,,10,QR
3008,DMC역7번출구,마포구,마포구 상암동 1133,37.57711411,126.8983612,2020-04-06,,10,QR
3009,서교동사거리(신),마포구,마포구 서교동 418,37.55583954,126.920433,2020-04-12,,10,QR
3010,홍대입구역 3번출구,마포구,마포구 동교동 155-27,37.5582962,126.9253845,2020-04-12,,15,QR
3011,경의선(노고산동),마포구,마포구 노고산동 112-12,37.55342865,126.9337921,2020-04-08,,15,QR
4202, 프런트원(공덕역4번출구 앞),마포구,마포구 마포대로 122,37.54585266,126.9525986,2020-12-02,,9,QR
4206, 광흥창역5번출구,마포구,마포구 창전동 246-34,37.54737854,126.931633,2020-12-02,,10,QR
4207, 아만티호텔 앞,마포구,마포구 서교동 445-7,37.5573082,126.9188538,2020-12-03,,10,QR
4208, 스타벅스(동교동) 앞,마포구,마포구 동교동 205-6,37.5566597,126.9198685,2020-12-03,,10,QR
4210, 가좌행복주택 앞,마포구,마포구 중동 275,37.56949234,126.9118424,2020-12-02,,7,QR
4211, 시석빌딩 앞,마포구,마포구 합정동 412-34,37.5483017,126.9167175,2020-12-03,,8,QR
4212, 한화오벨리스크 앞,마포구,마포구 상암동 1758,37.58332062,126.8815613,2020-12-02,,10,QR
4213, 마포구중앙도서관 정문 앞,마포구,마포구 성산동 275-26,37.56415558,126.9081497,2020-12-02,,15,QR
4214, JTBC 앞,마포구,마포구 상암산로 38 ,37.57730484,126.8901825,2020-12-02,,10,QR
4216, 망원정 앞,마포구,마포구 합정동454-23,37.5500679,126.9048004,2021-07-14,,10,QR
4217, 한강공원 망원나들목,마포구,마포구 망원동 462-8,37.55557632,126.8968887,2021-09-14,,20,QR
4218, 디지털매직스페이스,마포구,MBC본사와 디지털매직스페이스 건물 사이 횡단보도 2개 중간,37.58119965,126.8895798,2021-10-28,,13,QR
4220, 신촌 청년주택,마포구,마포구 창전동15-1,37.54985428,126.9320374,2021-10-28,,10,QR
4221, 솔리스타오피스텔(공덕동주민센터),마포구,서울  마포구 공덕동 30-19,37.55015945,126.9605255,2021-10-26,,13,QR
4222, 서울디자인고등학교 앞,마포구,마포구 염리동 160-68 (동도중학교.서울디자인고등학교 버스정류장에서 공덕방향으로의 보도블럭 공간) (매장 '호계식' 앞),37.54568481,126.9467697,2021-10-26,,5,QR
4224, 서부운전면허시험장,마포구,서울 마포구 월드컵로42길 13,37.57892227,126.882164,2021-10-26,,5,QR
4226, 마포프레스티지자이 1,마포구,서울시 마포구 염리동 30-29,37.55152893,126.9466934,2021-10-26,,14,QR
4233, 코오롱아파트사거리,마포구,마포구 연남로 42 코오롱아파트사거리,37.56303787,126.9214325,2021-10-28,,10,QR
4234, 에스테반,마포구,마포구 만리재로 95,37.54891968,126.9595184,2021-10-28,,10,QR
4238, 상암한샘빌딩앞,마포구,서울시 마포구 성암로 179,37.57649231,126.898674,2021-10-28,,7,QR
4239, 성산2동 주민센터,마포구,서울 마포구 성산동 601-8,37.56896973,126.9077988,2021-10-28,,5,QR
4240, 아현문화건강센터,마포구,서울시 마포구 아현동 645-14,37.55235291,126.9514771,2021-10-28,,8,QR
4244, 당인리발전소 공원 앞,마포구,서울 마포구 합정동 50-15,37.54529572,126.9176483,2021-12-09,,10,QR
4246, 상수역새마을금고,마포구,서울 마포구 독막로 8,37.54758835,126.9246445,2021-12-09,,5,QR
4247, 서울서부지방법원등기국앞,마포구,서울서부지방법원등기국앞,37.55184937,126.9547806,2021-12-09,,10,QR
4248, 신촌 교보빌딩,마포구,신촌로 134,37.5560112,126.9403458,2021-12-09,,10,QR
4251, 공덕역 경의선숲길 커뮤니티센터,마포구,서울시 마포구 도화동 1-402 경의선 숲길 커뮤니티센터,37.54161072,126.9537582,2021-12-09,,7,QR
5503, 마포아트센터 앞,마포구,대흥로20길8,37.55034256,126.9458008,2022-08-31,,5,QR
700, KB국민은행 염창역 지점 앞,양천구,서울특별시 양천구 목동 559,37.5468483,126.8727722,2016-06-29,20,,LCD
701, 목동사거리 부근,양천구,서울특별시 양천구 목동 813,37.53280258,126.8639298,2016-06-29,8,,LCD
702, 목4동주민센터 옆,양천구,서울특별시 양천구 목동 904-3,37.53254318,126.8687286,2016-06-29,19,,LCD
703, 오목교역 7번출구 앞,양천구,서울특별시 양천구 목동 451,37.52362823,126.8752441,2016-06-29,12,,LCD
704, 남부법원검찰청 교차로,양천구,서울특별시 양천구 신정동 1095,37.52325439,126.8649063,2016-06-29,14,,LCD
706, 신정네거리역,양천구,서울특별시 양천구 신월동 894,37.5218811,126.8517532,2016-06-29,,15,QR
708, 서울출입국관리사무소 앞,양천구,서울특별시 양천구 신정동 319-3,37.51897049,126.8699646,2016-06-29,16,,LCD
709, 신정3동 현장민원실 앞,양천구,서울특별시 양천구 신정동 760-2,37.51158524,126.8415604,2016-06-29,20,,LCD
710, 금옥여고보도육교,양천구,신정로 213,37.50971222,126.8441696,2016-06-29,,10,QR
711, 신일해피트리아파트 앞,양천구,서울특별시 양천구 신월동 1063-4,37.51705933,126.8484879,2016-06-29,20,,LCD
712, 강월초교입구 사거리,양천구,서울특별시 양천구 신월동 905,37.51699829,126.8383179,2016-06-29,14,,LCD
713, 양서중학교 옆,양천구,서울특별시 양천구 신월동 790,37.53304672,126.8299561,2016-06-29,,20,QR
714, 한국SGI 양천문화회관 앞,양천구,서울특별시 양천구 신월동 790,37.532547,126.8308029,2016-06-29,10,,LCD
716,신정6동 주민센터 인근,양천구,서울특별시 양천구 목동서로 355,37.51731873,126.8643189,2016-07-06,23,,LCD
719, 홍익병원앞 교차로,양천구,서울특별시 양천구 등촌로 2,37.5303688,126.8642578,2016-07-06,10,,LCD
720, 서울강월초등학교 앞,양천구,서울특별시 양천구 신월로 97,37.5161972,126.8348999,2016-07-06,10,,LCD
722, 경서농협 버스정류장(우리은행신정동지점방향),양천구,서울특별시 양천구 신월로 328,37.52151108,126.8573837,2017-11-01,10,,LCD
723, SBS방송국,양천구,서울특별시 양천구 목동서로161,37.52916336,126.8727493,2017-11-01,15,,LCD
724, 계남공원 입구 주출입구 좌측,양천구,서울특별시 양천구 신정동 621-14,37.51068115,126.857399,2017-11-01,10,,LCD
725, 양강중학교앞 교차로,양천구,서울특별시 양천구 남부순환로88길5-16,37.52433395,126.8505478,2017-11-01,15,,LCD
726, 목동3단지 시내버스정류장,양천구,서울특별시 양천구 목동중앙로 49 ,37.5343895,126.8695984,2017-11-01,18,,LCD
729, 서부식자재마트 건너편,양천구,서울특별시 양천구 신정동 236 ,37.51037979,126.8667984,2017-11-01,10,,LCD
731, 서울시 도로환경관리센터,양천구,서울특별시 양천구 목동동로 316-6,37.5298996,126.8765411,2017-11-01,10,,LCD
732, 신월중학교,양천구,서울특별시 양천구 화곡로 59,37.53955078,126.8283005,2017-11-01,10,,LCD
733, 신정이펜하우스314동,양천구,서울특별시 양천구 신정이펜1로50 ,37.51409912,126.8310013,2017-11-01,10,,LCD
734, 신트리공원 입구,양천구,서울특별시 양천구 신정동 310-8 ,37.51395035,126.8560562,2017-11-01,10,,LCD
735, 영도초등학교,양천구,서울특별시 양천구 목동중앙로 70 ,37.53637695,126.8715134,2017-11-01,10,,LCD
736, 오솔길공원,양천구,서울특별시 양천구 남부순환로70길11-9,37.52219009,126.8367004,2017-11-01,10,,LCD
737, 장수공원,양천구,서울특별시 양천구 신월로 894 ,37.52256012,126.8494797,2017-11-01,10,,LCD
739, 신월사거리,양천구,서울특별시 양천구 신월동 263,37.53620148,126.8277969,2017-11-01,15,,LCD
740, 으뜸공원,양천구,서울특별시 양천구 가로공원로 133,37.53636932,126.8317108,2017-11-01,10,,LCD
741, 화곡로 입구 교차로,양천구,서울특별시 양천구 신월동 258,37.53952026,126.8254013,2017-11-01,10,,LCD
742, 등촌역 5번 출구 뒤,양천구,서울특별시 양천구 등촌로 236,37.55073166,126.8645783,2017-11-01,10,,LCD
743, 현대6차아파트 101동 옆,양천구,서울특별시 양천구 신정동 735-5,37.50889969,126.8426819,2017-11-01,10,,LCD
744, 신목동역 2번 출구,양천구,서울특별시 양천구 목동중앙로 212 앞,37.54384232,126.8825455,2017-11-01,,10,QR
745, 강서초등학교,양천구,서울특별시 양천구 오목로 31 부근,37.52228165,126.8396988,2017-11-01,10,,LCD
746, 목동2단지 상가,양천구,서울특별시  양천구 목동 902-5 ,37.53650284,126.8777466,2017-11-01,10,,LCD
747, 목동3단지 상가,양천구,서울특별시 양천구 목동 903-6,37.53458023,126.8756485,2017-11-01,10,,LCD
748, 목동운동장,양천구,서울특별시 양천구 안양천로 939,37.53025055,126.879303,2017-11-01,15,,LCD
749, 이대목동병원보도육교,양천구,서울특별시 양천구 목동 911-10,37.53722763,126.8866119,2018-07-04,10,,LCD
750, 연의근린공원 건너편,양천구,서울특별시 양천구 신정로7길 92,37.51215744,126.8356247,2018-02-26,10,,LCD
752, 성원2차 아파트,양천구,서울특별시 양천구 목동중앙남로 100,37.54218292,126.8633041,2018-02-26,10,,LCD
754, 목동1단지아파트 118동 앞,양천구, 양천구 목동서로 38,37.54114151,126.8766785,2018-09-27,10,,LCD
755, 목동1단지아파트 상가 앞,양천구,양천구 목동서로 38,37.5378685,126.8814087,2018-09-27,10,,LCD
756, 목동주차장,양천구,양천구 목동동로 298,37.52667999,126.8761673,2018-09-27,15,,LCD
757, 신정이펜하우스 1단지아파트 입구 사거리,양천구,양천구 신정이펜1로 99,37.51427841,126.828743,2018-09-27,10,,LCD
758, 한사랑교회 앞,양천구,양천구 목동동로 33,37.51472092,126.8591995,2018-09-27,13,,LCD
759, 보아스아파트 앞,양천구,양천구 오목로3길 32,37.52407074,126.8386002,2018-09-20,10,,LCD
760, 잣절보도육교 아래,양천구, 양천구 남부순환로 699,37.50682068,126.8442993,2018-10-15,10,,LCD
762, 오목로 무중력지대 앞,양천구, 양천구 신목로 126,37.52474213,126.8776627,2018-09-27,10,,LCD
763, 목동11단지 아파트,양천구,목동동로 10,37.51065826,126.8591614,2018-11-05,10,,LCD
764, 목동청소년수련관,양천구,양천구 목동동로 323,37.53102875,126.8758926,2018-10-26,30,,LCD
765, 오목교역 3번출구,양천구,서울특별시 양천구 목동동로 270,37.52477646,126.8754807,2019-01-02,12,,LCD
766, 신목동역 3번출구,양천구,양천구 목동 136-1,37.54394913,126.883461,2019-03-12,15,,LCD
767,신정숲속마을아파트,양천구,양천구 신정로 110,37.50574493,126.8363113,2020-03-11,,10,QR
768,목동5단지아파트 501동,양천구,양천구 목동,37.53566742,126.8815842,2020-03-12,,15,QR
769,CBS방송국 앞,양천구,양천구 목동 917-1,37.52785492,126.8746719,2020-03-15,,20,QR
770,목동역5번출구 교통정보센터 앞,양천구,양천구 목동로 186,37.52571487,126.8648682,2020-03-13,,15,QR
771,목동아파트 703동 앞,양천구,양천구 목동로 186 ,37.52820587,126.870163,2020-03-13,,8,QR
773,"염창역 3, 4번 출구 사이",양천구,공항대로 630,37.54670715,126.8745728,2020-03-16,,10,QR
774,등촌역 4번 출구,양천구,양천구 목동 603-2,37.54950714,126.867218,2020-03-16,,11,QR
775,세종그랑시아 앞(102동),양천구,양천구 목동중앙남로3가길 59,37.53837585,126.8638306,2020-03-16,,10,QR
776,목마공원,양천구,양평교 하부,37.53874207,126.8856812,2020-03-13,,15,QR
777,신월6차보람아파트 앞,양천구,양천구 곰달래로7길 7,37.53012848,126.8347778,2020-03-11,,10,QR
779, 신정1동 주민센터 앞,양천구,양천구 중앙로 250,37.51854324,126.8538818,2020-03-09,,20,QR
780,신정교 하부,양천구,양천구 신정동 871-37,37.5173378,126.8776474,2020-03-11,,15,QR
781,신정보도육교 아래,양천구,양천구 신목로 10,37.51759338,126.8765564,2020-03-11,,15,QR
782,서남병원 후문,양천구,양천구 신정이펜1로 20,37.51167297,126.8327408,2020-03-15,,20,QR
785,"양천구청, 보건소 사잇길",양천구,양천구 신정동 321-8,37.51732635,126.8663025,2020-03-15,,20,QR
786,목동아파트 8단지 상가동 앞,양천구,양천구 목동서로 280,37.52007294,126.8683014,2020-03-18,,9,QR
787,양천아파트 입구,양천구,양천구 목동로3길 41,37.50790405,126.862648,2020-03-09,,14,QR
788,양천구청역 2번출구 옆,양천구,양천구 목동로3길 57,37.51228714,126.8652802,2020-03-06,,15,QR
790,화곡고가 사거리,양천구,양천구 신월동 455-5 ,37.52760696,126.8487549,2020-03-11,,30,QR
791,현대하이페리온,양천구,오목로300(205동앞 서쪽방향),37.52490616,126.8697891,2020-03-13,,15,QR
792,목동트라팰리스 웨스턴에비뉴,양천구,오목로299(이마트 출입구측),37.52537155,126.8709259,2020-03-13,,20,QR
793,목동5단지아파트 534동,양천구,서울특별시 양천구 목동동로 350 목동신시가지아파트5단지,37.53302002,126.8778992,2020-03-12,,15,QR
794,양천문화회관,양천구,양천구 신정동 323-1,37.51686478,126.8629608,2020-04-20,,10,QR
795,양천 해누리타운,양천구,양천구 신정동 327-4,37.51584244,126.8641129,2020-04-20,,12,QR
796,목동아파트 14단지 B상가 앞,양천구,양천구 신정동 330,37.5146637,126.8719406,2020-04-20,,10,QR
797,목동아파트 1422동 1434동 사잇길,양천구,양천구 신정동 332-2,37.51515579,126.8724899,2020-04-20,,10,QR
4507, 신정제일시장,양천구,신월로 308,37.52124786,126.8549576,2021-04-01,,10,QR
4508, 유원목동아파트 103동 앞,양천구,신목로 77,37.52109528,126.8732071,2021-04-05,,10,QR
4509, 서울영상고교 입구,양천구,신월로 347,37.52198029,126.8592835,2021-04-01,,15,QR
4510, 신정네거리역 교차로,양천구,중앙로 280,37.52175903,126.8522873,2021-05-27,,13,QR
4512, 목동13_14단지 사거리,양천구,목동동로 130,37.5140686,126.8699875,2021-04-05,,15,QR
4514, 목동성당 앞,양천구,목동서로 271,37.52319717,126.8693008,2021-04-05,,20,QR
4515, 동문굿모닝탑,양천구,목동동로 53,37.51481247,126.8611755,2021-04-05,,10,QR
4516, 신진빌라,양천구,남부순환로53길 7,37.53528214,126.8300095,2021-03-29,,5,QR
4517, 성보하이드로빌딩,양천구,남부순환로 435,37.52893829,126.8331223,2021-03-29,,10,QR
4518, 청기와빌딩,양천구,신월로 200,37.52011108,126.8447495,2021-04-06,,10,QR
4519, 양원보도육교,양천구,화곡로 16,37.53924561,126.8237381,2021-03-29,,8,QR
4520, 대성유니드아파트,양천구,신월로15길 25,37.52091599,126.8409576,2021-04-06,,10,QR
4522, 신곡시장,양천구,신월로 160,37.51779556,126.8416138,2021-04-09,,10,QR
4523, 구립양천어르신요양센터,양천구,신월로 26,37.51351166,126.8268127,2021-06-09,,20,QR
4526, 목동아파트2단지 222동 앞,양천구,양천구 목동중앙로 125건너편,37.53968811,126.8749847,2021-04-06,,10,QR
4527, 목동신시가지아파트6단지,양천구,양천구 목동동로 430(6단지 상가동 앞),37.53684616,126.8847504,2021-04-23,,15,QR
4528, 양천구청역 1번출구,양천구,양천구 신정동 276-7,37.51292038,126.8667984,2021-03-09,,8,QR
4530, 방아다리어린이공원,양천구,양천구 화곡로 64,37.53936005,126.8288651,2021-04-26,,10,QR
4531, 목동아파트 613동 앞,양천구,"양천구 목동동로 430
(613동 인근 상가동 앞)",37.53315735,126.8840866,2021-06-01,,10,QR
4532, 목동현대아파트 후문 앞,양천구,양천구 신정동 1279,37.5221405,126.8780594,2021-07-14,,10,QR
4535, 목동12단지 아파트,양천구,"양천구 목동동로 50
(관리동 앞)",37.51412201,126.860405,2021-11-09,,10,QR
4536, 양천해누리체육공원,양천구,"양천구 안양천로 711
(주출입구 좌측)",37.51174164,126.8738327,2021-11-09,,23,QR
4537, 서울남부지방검찰청 후문,양천구,양천구 신월로 390,37.52164078,126.8655548,2022-02-08,,6,QR
4538, 양천공영차고지,양천구,서울시 양천구 신정종 836-38,37.50922012,126.8371582,2022-02-08,,10,QR
4539, 목동7단지아파트 A상가,양천구,양천구 목동로 212,37.52624512,126.8657837,2022-05-10,,8,QR
4540, 목동역 3번 출구,양천구,양천구 목동 926-3,37.52653122,126.8644562,2022-07-18,,10,QR
4541, 갈산문화예술센터,양천구,신정동 330-12,37.51097488,126.8698425,2022-06-22,,9,QR
4542, 월정초 사거리,양천구,양천구 신월동 92-2,37.53642654,126.8334122,2022-09-29,,5,QR
4543, 오목교역 6번 출구,양천구,양천구 신목로 102,37.5236702,126.8756714,2022-10-20,,5,QR
1101, 개화동상사마을종점 버스정류장,강서구,서울특별시 강서구 개화동로5길 3-8,37.58161163,126.7985992,2017-04-24,10,,LCD
1102, 방화사거리 마을버스 버스정류장,강서구,서울특별시 강서구 양천로17길 6,37.57364273,126.8118057,2017-04-24,10,,LCD
1103, 방화역 4번출구앞,강서구,서울특별시 강서구 금낭화로 135,37.57710648,126.8119965,2017-06-22,10,,LCD
1105, 방화근린공원,강서구,서울특별시 강서구 금낭화로 176,37.58162308,126.8126526,2017-04-24,10,,LCD
1106, 신방화사거리,강서구,서울특별시 강서구 방화대로 342,37.57303238,126.816452,2017-06-20,,10,QR
1108, 공항시장역 2번출구 뒤,강서구,서울특별시 강서구 방화동로 지하 30,37.56387329,126.8106079,2017-04-24,8,,LCD
1109, 공항시장역 4번출구,강서구,서울특별시 강서구 방화동로 지하 30,37.56334686,126.8104858,2017-04-24,6,,LCD
1110, 공항중학교앞,강서구,서울특별시 강서구 방화대로 241,37.56220245,126.816246,2017-06-20,,15,QR
1111, 마곡엠밸리6_7단지 마곡중학교,강서구,서울특별시 강서구 마곡중앙5로 58,37.56698227,126.8218002,2017-04-24,20,,LCD
1112, 마곡엠밸리4단지 정문,강서구,서울특별시 강서구 마곡서로 175,37.56857681,126.8247757,2017-04-24,,15,QR
1113, 서남환경공원 버스정류장,강서구,서울특별시 강서구 양천로 201,37.57312393,126.8223877,2017-04-24,,15,QR
1117, 등촌5단지아파트 버스정류장,강서구,서울특별시 강서구 공항대로 329,37.55819702,126.8442612,2017-06-22,10,,LCD
1118, 증미역 3번출구뒤(등촌두산위브센티움오피스텔),강서구,서울특별시 강서구 양천로 지하 560,37.55746078,126.8614578,2017-04-24,10,,LCD
1119, 염창동 한마음아파트 앞,강서구,서울특별시 강서구 양천로 637,37.55425262,126.8675613,2017-04-24,6,,LCD
1120, 대림경동아파트앞,강서구,서울특별시 강서구 허준로 121,37.564785,126.8546448,2017-04-24,25,,LCD
1121, 가양레포츠센터 앞,강서구,서울특별시 강서구 양천로61길 101,37.55947876,126.8643799,2017-04-24,15,,LCD
1122, 황금내근린공원,강서구,서울특별시 강서구 허준로 221-40,37.56192398,126.8641663,2017-04-24,17,,LCD
1124, 발산역 6번 출구 뒤,강서구,서울특별시 강서구 공항대로 280,37.55817795,126.8384552,2017-04-24,,9,QR
1125, 명덕고교입구(영종빌딩),강서구,서울특별시 강서구 강서로 304,37.55291367,126.8365707,2017-06-22,13,,LCD
1126, 우장산역 1번출구옆(우장산아이파크105동앞),강서구,서울특별시 강서구 강서로 지하 262,37.54890823,126.8365631,2017-04-24,7,,LCD
1127, 화곡역 버스정류장,강서구,서울특별시 강서구 화곡로 157,37.54098129,126.8385468,2017-04-24,10,,LCD
1128, 화곡역 6번출구,강서구,서울특별시 강서구 화곡로 지하 168,37.54141235,126.8402252,2017-06-20,10,,LCD
1129, 화곡역 1번 출구 앞,강서구,서울특별시 강서구 화곡로 지하 168,37.542099,126.8402176,2017-04-24,7,,LCD
1130, 화곡본동시장 버스정류장,강서구,서울특별시 강서구 화곡로 196,37.54275131,126.8426209,2017-04-24,7,,LCD
1132, 등촌역 7번출구,강서구,서울특별시 강서구 공항대로 지하 529,37.55110931,126.8637085,2017-04-24,10,,LCD
1135, 강서구의회,강서구,서울특별시 강서구 등촌로 185,37.54653168,126.8625488,2017-04-24,16,,LCD
1136, 등촌2파출소,강서구,서울특별시 강서구 등촌로 167,37.54478836,126.8619995,2017-04-24,10,,LCD
1137, 등촌2동주민센터,강서구,서울특별시 강서구 등촌로 143,37.54126358,126.8633728,2017-04-24,10,,LCD
1139, 용문사 버스정류장,강서구,서울특별시 강서구 등촌로 95,37.53650665,126.8633347,2017-04-24,8,,LCD
1140, 목동사거리 버스정류장,강서구,서울특별시 강서구 등촌로 19,37.53139877,126.8636093,2017-04-24,17,,LCD
1141, 곰달래 문화복지센터 1-1,강서구,서울특별시 강서구 강서로5길 50,37.52906036,126.8484802,2017-04-24,10,,LCD
1145, 곰달래 문화복지센터 1-2,강서구,서울특별시 강서구 강서로5길 50,37.52891922,126.8480835,2017-04-24,10,,LCD
1148, 볏골공원,강서구,서울특별시 강서구 까치산로4길 22,37.54146957,126.84478,2017-04-24,10,,LCD
1149, 신방화역환승주차장,강서구,서울특별시 강서구 마곡서1로 111-12,37.56728363,126.8182755,2017-08-31,13,,LCD
1150, 송정역 1번출구,강서구,서울특별시 강서구 공항대로3길 18,37.56153107,126.8106995,2017-11-01,7,,LCD
1151, 마곡역1번출구,강서구,서울특별시 강서구 마곡동 727-716,37.56020737,126.8241425,2017-11-01,25,,LCD
1152, 마곡역교차로,강서구,서울특별시 강서구 마곡동 728-168,37.55831146,126.8265228,2017-11-01,,30,QR
1153," 발산역 1번, 9번 인근 대여소",강서구,서울특별시 강서구 공항대로 281,37.55894852,126.8371735,2017-11-01,17,,LCD
1155, 기쁜우리복지관,강서구,서울특별시 강서구 가양동 1458-15 ,37.56925964,126.8484192,2017-11-01,10,,LCD
1157, 강서구청,강서구,서울특별시 강서구 화곡로 302,37.55065918,126.8497696,2017-11-01,8,,LCD
1158, 가양역 8번출구,강서구,서울특별시 강서구 양천로 지하 485,37.56103516,126.8548126,2017-11-28,20,,LCD
1159, 서서울모터리움 앞,강서구,서울특별시 강서구 양천로53길 30,37.56585312,126.8465958,2017-11-28,20,,LCD
1160, 양천향교역 7번출구앞,강서구,서울특별시 강서구 양천로 지하 341,37.56768036,126.8408966,2017-11-28,,20,QR
1161, 강서면허시험장 앞,강서구,서울특별시 강서구 남부순환로 171,37.54969406,126.819664,2017-11-28,10,,LCD
1162, 공항초등학교건너편,강서구,서울특별시 강서구 마곡서1로 68,37.56267929,126.8204727,2017-11-28,10,,LCD
1163, 방화동강서기동대앞,강서구,서울특별시 강서구 방화대로34길 65,37.57049942,126.8200836,2017-11-28,10,,LCD
1165, 마곡중학교 후문,강서구,서울특별시 강서구 마곡중앙5로 58,37.56844711,126.8216476,2017-12-08,20,,LCD
1166, 강서구립등빛도서관,강서구,서울특별시 강서구 강서로62길 48,37.56256866,126.8424606,2017-12-22,10,,LCD
1167, 마곡수명산파크3단지 교차로,강서구,서울특별시 강서구 수명로 72,37.55350876,126.8258667,2017-12-22,15,,LCD
1168, 마곡엠밸리10단지 앞,강서구,서울특별시 강서구 마곡중앙1로 72,37.56029129,126.8187561,2018-02-26,,14,QR
1169, 염창역 1번 출구,강서구,강서구 공항대로 625,37.54719925,126.8744888,2018-10-04,8,,LCD
1170, 강서구보건소,강서구,강서구 공항대로 571 ,37.54917908,126.8687973,2018-10-04,11,,LCD
1171, 염창동 새마을금고 건너편,강서구,강서구 양천로 696,37.55004883,126.8731613,2018-10-04,8,,LCD
1172, 가양3동 주민센터,강서구,강서구 허준로 202,37.56124878,126.8605804,2018-10-04,8,,LCD
