,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동
1354,신정보도육교 아래,양천구,양천구 신목로 10,37.51759338,126.8765564,신목로,신정동
1355,서남병원 후문,양천구,양천구 신정이펜1로 20,37.51167297,126.8327408,신정이펜1로,신정동
1356,"양천구청, 보건소 사잇길",양천구,양천구 신정동 321-8,37.51732635,126.8663025,목동로,신정동
1357,목동아파트 8단지 상가동 앞,양천구,양천구 목동서로 280,37.52007294,126.8683014,목동서로,신정동
1358,양천아파트 입구,양천구,양천구 목동로3길 41,37.50790405,126.862648,목동남로,신정동
1359,양천구청역 2번출구 옆,양천구,양천구 목동로3길 57,37.51228714,126.8652802,목동로3길,신정동
1360,화곡고가 사거리,양천구,양천구 신월동 455-5 ,37.52760696,126.8487549,국회대로,신월동
1361,현대하이페리온,양천구,오목로300(205동앞 서쪽방향),37.52490616,126.8697891,오목로,목동
1362,목동트라팰리스 웨스턴에비뉴,양천구,오목로299(이마트 출입구측),37.52537155,126.8709259,목동동로,목동
1363,목동5단지아파트 534동,양천구,서울특별시 양천구 목동동로 350 목동신시가지아파트5단지,37.53302002,126.8778992,목동서로,목동
1364,양천문화회관,양천구,양천구 신정동 323-1,37.51686478,126.8629608,목동서로12길,신정동
1365,양천 해누리타운,양천구,양천구 신정동 327-4,37.51584244,126.8641129,목동동로4길,신정동
1366,목동아파트 14단지 B상가 앞,양천구,양천구 신정동 330,37.5146637,126.8719406,목동동로8길,신정동
1367,목동아파트 1422동 1434동 사잇길,양천구,양천구 신정동 332-2,37.51515579,126.8724899,목동동로8길,신정동
1368, 신정제일시장,양천구,신월로 308,37.52124786,126.8549576,은행정로5길,신정동
1369, 유원목동아파트 103동 앞,양천구,신목로 77,37.52109528,126.8732071,신목로,신정동
1370, 서울영상고교 입구,양천구,신월로 347,37.52198029,126.8592835,은행정로3길,신정동
1371, 신정네거리역 교차로,양천구,중앙로 280,37.52175903,126.8522873,중앙로45길,신정동
1372, 목동13_14단지 사거리,양천구,목동동로 130,37.5140686,126.8699875,목동동로8길,신정동
1373, 목동성당 앞,양천구,목동서로 271,37.52319717,126.8693008,오목로52길,신정동
1374, 동문굿모닝탑,양천구,목동동로 53,37.51481247,126.8611755,목동동로4길,신정동
1375, 신진빌라,양천구,남부순환로53길 7,37.53528214,126.8300095,남부순환로53길,신월동
1376, 성보하이드로빌딩,양천구,남부순환로 435,37.52893829,126.8331223,남부순환로63길,신월동
1377, 청기와빌딩,양천구,신월로 200,37.52011108,126.8447495,신월로20길,신월동
1378, 양원보도육교,양천구,화곡로 16,37.53924561,126.8237381,남부순환로30길,신월동
1379, 대성유니드아파트,양천구,신월로15길 25,37.52091599,126.8409576,오목로4길,신월동
1380, 신곡시장,양천구,신월로 160,37.51779556,126.8416138,신월로12길,신월동
1381, 구립양천어르신요양센터,양천구,신월로 26,37.51351166,126.8268127,신정이펜1로,신정동
1382, 목동아파트2단지 222동 앞,양천구,양천구 목동중앙로 125건너편,37.53968811,126.8749847,목동중앙로,목동
1383, 목동신시가지아파트6단지,양천구,양천구 목동동로 430(6단지 상가동 앞),37.53684616,126.8847504,안양천동자전거길,목동
1384, 양천구청역 1번출구,양천구,양천구 신정동 276-7,37.51292038,126.8667984,목동동로6길,신정동
1385, 방아다리어린이공원,양천구,양천구 화곡로 64,37.53936005,126.8288651,남부순환로29길,신월동
1386, 목동아파트 613동 앞,양천구,"양천구 목동동로 430
(613동 인근 상가동 앞)",37.53315735,126.8840866,목동동로18길,목동
1387, 목동현대아파트 후문 앞,양천구,양천구 신정동 1279,37.5221405,126.8780594,목동동로12길,신정동
1388, 목동12단지 아파트,양천구,"양천구 목동동로 50
(관리동 앞)",37.51412201,126.860405,목동동로4길,신정동
1389, 양천해누리체육공원,양천구,"양천구 안양천로 711
(주출입구 좌측)",37.51174164,126.8738327,안양천서자전거길,신정동
1390, 서울남부지방검찰청 후문,양천구,양천구 신월로 390,37.52164078,126.8655548,목동로8길,신정동
1391, 양천공영차고지,양천구,서울시 양천구 신정종 836-38,37.50922012,126.8371582,신정로5길,신정동
1392, 목동7단지아파트 A상가,양천구,양천구 목동로 212,37.52624512,126.8657837,신정중앙로23길,목동
1393, 목동역 3번 출구,양천구,양천구 목동 926-3,37.52653122,126.8644562,신정중앙로23길,목동
1394, 갈산문화예술센터,양천구,신정동 330-12,37.51097488,126.8698425,목동남로,신정동
1395, 월정초 사거리,양천구,양천구 신월동 92-2,37.53642654,126.8334122,가로공원로,신월동
1396, 오목교역 6번 출구,양천구,양천구 신목로 102,37.5236702,126.8756714,신목로,목동
1397, 개화동상사마을종점 버스정류장,강서구,서울특별시 강서구 개화동로5길 3-8,37.58161163,126.7985992,개화동로5길,개화동
1398, 방화사거리 마을버스 버스정류장,강서구,서울특별시 강서구 양천로17길 6,37.57364273,126.8118057,방화동로16길,방화동
1399, 방화역 4번출구앞,강서구,서울특별시 강서구 금낭화로 135,37.57710648,126.8119965,금낭화로,방화동
1400, 방화근린공원,강서구,서울특별시 강서구 금낭화로 176,37.58162308,126.8126526,금낭화로,방화동
1401, 신방화사거리,강서구,서울특별시 강서구 방화대로 342,37.57303238,126.816452,양천로26길,방화동
1402, 공항시장역 2번출구 뒤,강서구,서울특별시 강서구 방화동로 지하 30,37.56387329,126.8106079,공항대로3길,방화동
1403, 공항시장역 4번출구,강서구,서울특별시 강서구 방화동로 지하 30,37.56334686,126.8104858,방화동로,공항동
1404, 공항중학교앞,강서구,서울특별시 강서구 방화대로 241,37.56220245,126.816246,공항대로15가길,공항동
1405, 마곡엠밸리6_7단지 마곡중학교,강서구,서울특별시 강서구 마곡중앙5로 58,37.56698227,126.8218002,마곡중앙5로,마곡동
1406, 마곡엠밸리4단지 정문,강서구,서울특별시 강서구 마곡서로 175,37.56857681,126.8247757,마곡중앙로,마곡동
1407, 서남환경공원 버스정류장,강서구,서울특별시 강서구 양천로 201,37.57312393,126.8223877,양천로28길,마곡동
1408, 등촌5단지아파트 버스정류장,강서구,서울특별시 강서구 공항대로 329,37.55819702,126.8442612,강서로54길,등촌동
1409, 증미역 3번출구뒤(등촌두산위브센티움오피스텔),강서구,서울특별시 강서구 양천로 지하 560,37.55746078,126.8614578,양천로62길,등촌동
1410, 염창동 한마음아파트 앞,강서구,서울특별시 강서구 양천로 637,37.55425262,126.8675613,양천로,염창동
1411, 대림경동아파트앞,강서구,서울특별시 강서구 허준로 121,37.564785,126.8546448,허준로,가양동
1412, 가양레포츠센터 앞,강서구,서울특별시 강서구 양천로61길 101,37.55947876,126.8643799,양천로61길,가양동
1413, 황금내근린공원,강서구,서울특별시 강서구 허준로 221-40,37.56192398,126.8641663,허준로,가양동
1414, 발산역 6번 출구 뒤,강서구,서울특별시 강서구 공항대로 280,37.55817795,126.8384552,강서로,내발산동
1415, 명덕고교입구(영종빌딩),강서구,서울특별시 강서구 강서로 304,37.55291367,126.8365707,강서로,내발산동
1416, 우장산역 1번출구옆(우장산아이파크105동앞),강서구,서울특별시 강서구 강서로 지하 262,37.54890823,126.8365631,강서로45나길,화곡동
1417, 화곡역 버스정류장,강서구,서울특별시 강서구 화곡로 157,37.54098129,126.8385468,화곡로,화곡동
1418, 화곡역 6번출구,강서구,서울특별시 강서구 화곡로 지하 168,37.54141235,126.8402252,강서로,화곡동
1419, 화곡역 1번 출구 앞,강서구,서울특별시 강서구 화곡로 지하 168,37.542099,126.8402176,강서로,화곡동
1420, 화곡본동시장 버스정류장,강서구,서울특별시 강서구 화곡로 196,37.54275131,126.8426209,화곡로,화곡동
1421, 등촌역 7번출구,강서구,서울특별시 강서구 공항대로 지하 529,37.55110931,126.8637085,등촌로57길,등촌동
1422, 강서구의회,강서구,서울특별시 강서구 등촌로 185,37.54653168,126.8625488,등촌로51가길,등촌동
1423, 등촌2파출소,강서구,서울특별시 강서구 등촌로 167,37.54478836,126.8619995,등촌로,등촌동
1424, 등촌2동주민센터,강서구,서울특별시 강서구 등촌로 143,37.54126358,126.8633728,등촌로,등촌동
1425, 용문사 버스정류장,강서구,서울특별시 강서구 등촌로 95,37.53650665,126.8633347,등촌로,등촌동
1426, 목동사거리 버스정류장,강서구,서울특별시 강서구 등촌로 19,37.53139877,126.8636093,곰달래로60길,화곡동
1427, 곰달래 문화복지센터 1-1,강서구,서울특별시 강서구 강서로5길 50,37.52906036,126.8484802,강서로5길,화곡동
1428, 곰달래 문화복지센터 1-2,강서구,서울특별시 강서구 강서로5길 50,37.52891922,126.8480835,강서로5길,화곡동
1429, 볏골공원,강서구,서울특별시 강서구 까치산로4길 22,37.54146957,126.84478,까치산로4길,화곡동
1430, 신방화역환승주차장,강서구,서울특별시 강서구 마곡서1로 111-12,37.56728363,126.8182755,마곡서1로,마곡동
1431, 송정역 1번출구,강서구,서울특별시 강서구 공항대로3길 18,37.56153107,126.8106995,공항대로5길,공항동
1432, 마곡역1번출구,강서구,서울특별시 강서구 마곡동 727-716,37.56020737,126.8241425,마곡중앙로,마곡동
1433, 마곡역교차로,강서구,서울특별시 강서구 마곡동 728-168,37.55831146,126.8265228,마곡중앙로,마곡동
1434," 발산역 1번, 9번 인근 대여소",강서구,서울특별시 강서구 공항대로 281,37.55894852,126.8371735,공항대로,마곡동
1435, 기쁜우리복지관,강서구,서울특별시 강서구 가양동 1458-15 ,37.56925964,126.8484192,허준로,가양동
1436, 강서구청,강서구,서울특별시 강서구 화곡로 302,37.55065918,126.8497696,화곡로54길,화곡동
1437, 가양역 8번출구,강서구,서울특별시 강서구 양천로 지하 485,37.56103516,126.8548126,양천로,등촌동
1438, 서서울모터리움 앞,강서구,서울특별시 강서구 양천로53길 30,37.56585312,126.8465958,양천로,가양동
1439, 양천향교역 7번출구앞,강서구,서울특별시 강서구 양천로 지하 341,37.56768036,126.8408966,양천로,마곡동
1440, 강서면허시험장 앞,강서구,서울특별시 강서구 남부순환로 171,37.54969406,126.819664,남부순환로,외발산동
1441, 공항초등학교건너편,강서구,서울특별시 강서구 마곡서1로 68,37.56267929,126.8204727,마곡중앙3로,마곡동
1442, 방화동강서기동대앞,강서구,서울특별시 강서구 방화대로34길 65,37.57049942,126.8200836,방화대로34길,방화동
1443, 마곡중학교 후문,강서구,서울특별시 강서구 마곡중앙5로 58,37.56844711,126.8216476,양천로30길,마곡동
1444, 강서구립등빛도서관,강서구,서울특별시 강서구 강서로62길 48,37.56256866,126.8424606,강서로56나길,등촌동
1445, 마곡수명산파크3단지 교차로,강서구,서울특별시 강서구 수명로 72,37.55350876,126.8258667,수명로,내발산동
1446, 마곡엠밸리10단지 앞,강서구,서울특별시 강서구 마곡중앙1로 72,37.56029129,126.8187561,공항대로,마곡동
1447, 염창역 1번 출구,강서구,강서구 공항대로 625,37.54719925,126.8744888,목동중앙북로,염창동
1448, 강서구보건소,강서구,강서구 공항대로 571 ,37.54917908,126.8687973,공항대로,염창동
1449, 염창동 새마을금고 건너편,강서구,강서구 양천로 696,37.55004883,126.8731613,양천로,염창동
1450, 가양3동 주민센터,강서구,강서구 허준로 202,37.56124878,126.8605804,허준로,가양동
1451, 강서구청사거리(SH타워),강서구,강서구 공항대로 411 ,37.55673599,126.8530731,화곡로,등촌동
1452, 강서구청사거리(부민병원),강서구,강서구 공항대로 395 ,37.55661392,126.8511658,공항대로,등촌동
1453, 대한항공 인력개발센터,강서구,강서구 공항대로 453 ,37.55437851,126.8575363,공항대로51길,등촌동
1454, 수명중?고교,강서구,"강서구 수명로1길 16, 401동 앞",37.55010986,126.8236771,수명로,내발산동
1455, 개화산역 2번 출구,강서구,강서구 양천로 22,37.57247162,126.8061676,양천로,방화동
1456, 마곡엠밸리 15단지(1502동) 건너편,강서구,강서구 마곡중앙로 36,37.55746841,126.8297195,마곡중앙2로,마곡동
1457, 농수산식품공사 (강서지사),강서구,강서구 발산로 40,37.55104446,126.8184967,남부순환로,외발산동
1458, KBS 스포츠월드,강서구,강서구 공항대로 376,37.55687714,126.8488083,화곡로61길,화곡동
1459, KC 대학교,강서구,강서구 까치산로 24길 47,37.54832077,126.8534012,까치산로22길,화곡동
1460, 마곡13단지,강서구,강서구 공항동 1343,37.55644989,126.815979,방화대로7나길,공항동
1461, 등촌9단지,강서구,강서구 화곡로 63가길 92 (등촌동 704),37.56290054,126.8494721,양천로,등촌동
1462, 송정중학교,강서구,강서구 공항동 1342,37.55472946,126.8160934,방화대로5나길,공항동
1463, 강서수산물도매시장,강서구,강서구 외발산동 424,37.55302048,126.818367,발산로,외발산동
1464, 롯데중앙연구소,강서구,강서구 마곡동 301-3,37.57138062,126.8283386,마곡중앙로,마곡동
1465, 마곡역 교차로(2번출구),강서구,강서구 마곡동 727-747 ,37.5605011,126.8266525,마곡중앙로,마곡동
1466," 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",강서구,강서구 마곡동 727-925,37.5602417,126.8271637,마곡중앙로,마곡동
1467, 마곡수명산파크 209동 건너편,강서구,강서구 내발산동 741-8,37.55545044,126.8268967,수명로6길,내발산동
1468, 마곡센트럴타워 1차,강서구,강서구 마곡동 727-1136,37.55947113,126.832077,마곡동로3길,마곡동
1469, 센서텍㈜,강서구,강서구 마곡동 727-457,37.56330109,126.8368225,마곡중앙8로5길,마곡동
1470, 코오롱One&Only타워,강서구,강서구 마곡동 727-525,37.56412888,126.8343124,마곡중앙10로,마곡동
1471, 서울식물원(문화센터) 건너편,강서구,강서구 마곡동 727-286,37.56824112,126.8358307,마곡동로8길,마곡동
1472, 엠펠리체 호텔 건너편,강서구,강서구 마곡동 727-1187,37.5602417,126.8358078,마곡중앙6로,마곡동
1473, LG 사이언스파크,강서구,강서구 마곡동 727-925,37.56254959,126.8274384,마곡중앙로,마곡동
1474, 우장산역 3번출구,강서구,강서구 화곡동 1006-2,37.54782104,126.8361282,강서로,화곡동
1475, 개화광역환승센터,강서구,강서구 개화동 492-22,37.57844925,126.7989731,개화동로,개화동
1476, 마곡나루역 5번출구 뒤편,강서구,강서구 마곡동 761-5,37.56520081,126.8273163,마곡중앙로,마곡동
1477, 마곡 엠밸리2단지,강서구,강서구 마곡동 735-1,37.56917953,126.8194428,마곡서1로,마곡동
1478,서울도시가스 앞,강서구,강서구 공항대로 607 ,37.54748535,126.8720245,공항대로,염창동
1479,홈플러스(강서점),강서구,강서구 화곡로 398 ,37.55852127,126.8540115,화곡로,등촌동
1480,강서공업고등학교 앞,강서구,"강서구 방화대로47가길 22, 411동 앞",37.57631683,126.8164978,방화대로49길,방화동
1481,한강아파트,강서구,강서구 허준로 23,37.57036972,126.8444138,허준로,가양동
1482,강서한강자이타워 앞,강서구,강서구 양천로 401 ,37.56468201,126.8489075,양천로55길,가양동
1483,강변아파트 310동 앞,강서구,강서구 가양동 1459-8 ,37.56458664,126.8569183,허준로,가양동
1484,라이품 공영주차장 앞,강서구,강서구 강서로 515,37.57131958,126.8416672,강서로,가양동
1485,가로공원공영주차장 1번 출구,강서구,강서구 가로공원로 193,37.53736115,126.8374481,가로공원로77길,화곡동
1486,화곡터널입구교차로,강서구,강서구 가로공원로 238 ,37.53835678,126.8423615,강서로23길,화곡동
1487,우장초등학교 앞,강서구,강서구 화곡로 263,37.54853439,126.8466721,화곡로43길,화곡동
1488,마곡나루역 2번 출구,강서구,강서구 마곡중앙5로 6 ,37.56692505,126.8274384,마곡중앙로,마곡동
1489,롯데 R&D 센터,강서구,강서구 마곡동 301-2 ,37.57094193,126.8283157,마곡중앙로,마곡동
1490,LG유플러스 마곡사옥,강서구,강서구 마곡중앙8로 71,37.56133652,126.8339005,마곡중앙8로,마곡동
1491,마곡수명산파크1단지,강서구,강서구 마곡동 728-148 ,37.55519104,126.8314667,마곡동로1길,마곡동
1492,마곡문화공원,강서구,강서구 마곡중앙8로 20,37.56121063,126.8303452,마곡중앙6로,마곡동
1493,힐스테이트에코,강서구,강서구 마곡동 727-1120,37.55965805,126.8296051,마곡중앙6로,마곡동
1494,등촌1-10단지 교차로,강서구,강서구 강서로 419,37.56320572,126.8393631,마곡중앙8로7길,마곡동
1495,마곡 필네이처,강서구,강서구 마곡동 727-1190,37.56089401,126.8366928,마곡중앙6로,마곡동
1496,(재)FITI시험연구원,강서구,강서구 마곡동 727-211,37.56848526,126.8385696,마곡동로10길,마곡동
1497,서울식물원 식물문화센터,강서구,강서구 마곡동 727-305,37.56883621,126.8356323,마곡동로8길,마곡동
1498,서울식물원 잔디마당 앞,강서구,강서구 마곡동 727-558,37.5639267,126.8306427,마곡중앙6로,마곡동
1499,마곡나루역 3번 출구,강서구,강서구 마곡동 372-23,37.56580353,126.8280792,마곡중앙로,마곡동
1500,넥센 유니버시티 앞,강서구,강서구 마곡동 301-2,37.56948471,126.8280945,마곡중앙로,마곡동
1501,마곡메가박스 앞,강서구,강서구 마곡동 727-1179,37.55912781,126.8349533,마곡동로4길,마곡동
1502,명덕고교,강서구,강서구 마곡동 728-46,37.55524063,126.8347168,마곡동로2길,마곡동
1503,마곡수명산 1-2단지,강서구,강서구 마곡동 728-350,37.5553093,126.8298569,수명로6길,마곡동
1504,마곡13단지 정문 앞,강서구,강서구 마곡동 730-417 ,37.5586319,126.8199158,마곡중앙1로,마곡동
1505,마곡 공공청사,강서구,강서구 마곡서로 101 ,37.56229401,126.8239517,마곡서로,마곡동
1506,까치산역 3번 출구,강서구,강서로 45,37.53158951,126.8466415,강서로,화곡동
1507,수명산파크1단지교차로,강서구,강서로47길 142,37.55363083,126.8286133,수명로2길,내발산동
1508,마곡레포츠센터,강서구,양천로 251,37.57297516,126.8324432,양천로,마곡동
1509,마곡수명산파크5-6단지,강서구,강서구 내발산동 751-1,37.55061722,126.8268814,수명로2길,내발산동
1510,강서구민올림픽체육센터,강서구,화곡로65길 62,37.55990601,126.8504257,공항대로43길,등촌동
1511,동신아파트 104동 앞,강서구,강서로532,37.57204437,126.8440018,허준로,가양동
1512,강서세무서 앞,강서구,마곡서1로 60,37.56209183,126.8209686,마곡중앙3로,마곡동
1513,수명초등학교,강서구,수명로1길 84,37.5525589,126.8231125,수명로1길,내발산동
1514,수명산파크 4단지 411동 앞,강서구,내발산동 751-6,37.55134964,126.8249359,수명로,내발산동
1515, 공항중학교 버스정류장,강서구,공항동9-12,37.56113434,126.8161011,방화대로19길,공항동
1516, 신방화역 8번출구,강서구,초원로16길3-9,37.5674057,126.8162155,방화대로,방화동
1517, 마곡힐스테이트 정문,강서구,마곡중앙3로74,37.56497574,126.8174057,수원문산고속도로,마곡동
1518, 신방화역 6번출구,강서구,방화대로294,37.56692886,126.8168411,방화대로,마곡동
1519, 서울남부출입국관리소,강서구,마곡동730-280,37.56059265,126.8208466,마곡중앙3로,마곡동
1520, 이대서울병원,강서구,마곡동728-10,37.5586319,126.8355942,마곡중앙4로,마곡동
1521, 발산역 8번 출구,강서구,마곡동727-1222,37.55846024,126.8367615,강서로,마곡동
1522, 나이아가라관광호텔,강서구,양천로743,37.5490303,126.8783646,양천로,염창동
1523, 등촌태영아파트,강서구,양천로590,37.55603027,126.864296,양천로,등촌동
1524, 문소빌딩,강서구,화곡로229,37.54555511,126.8444977,화곡로41길,화곡동
1525, 강서문화센터,강서구,화곡로215,37.54457855,126.8437805,화곡로,화곡동
1526, 화곡본동시장 입구,강서구,화곡로206,37.54382706,126.843689,화곡로34길,화곡동
1527, 대원빌딩,강서구,화곡로228,37.54536819,126.8447037,초록마을로,화곡동
1528, 길성그랑프리텔아파트,강서구,방화대로319,37.5692482,126.8165054,방화대로35길,방화동
1529, 가양오토갤러리,강서구,강서로74길58,37.56644058,126.844307,강서로74길,가양동
1530, 더리브골드타워,강서구,양천로400-12,37.56557083,126.8462448,양천로,가양동
1531, 김포공항교차로,강서구,방화동651-1,37.5675354,126.8051834,초원로,방화동
1532, 김포공항입구 교차로,강서구,방화동621-6,37.56179428,126.80793,개화동로31길,공항동
1533, 유광사여성병원,강서구,강서로191,37.54323959,126.8386307,강서로,화곡동
1534, 등촌서광아파트,강서구,공항대로45길68-6,37.55755234,126.8562546,공항대로45길,등촌동
1535, 강서아동복지센터,강서구,금낭화로26가길 130,37.58458328,126.8109207,금낭화로26가길,개화동
1536, 겸재정선미술관,강서구,강서구 양천로47길 24 ,37.57128906,126.8377762,양천로47길,마곡동
1537, 마곡금호어울림아파트,강서구,강서구 양천로47길 90,37.57410049,126.8371124,양천로47길,마곡동
1538, 벽산아파트,강서구,양천로47길 112 ,37.57531738,126.8366699,양천로47길,마곡동
1539, 안양천합수부(현대3차아파트),강서구,강서구 염창동 222,37.55224609,126.8764877,양천로77길,염창동
1540, 강서힐스테이트 상가 앞,강서구,강서구 강서로 242,37.54663849,126.8365784,강서로45가길,화곡동
1541, 가양나들목,강서구,강서구 가양동 1456-6,37.57386398,126.8434753,올림픽대로,가양동
1542, 정곡나들목,강서구,강서구 방화동 57-5번지,37.5841713,126.8193283,양천로27길,방화동
1543, 염창나들목,강서구,강서구 염창동 223-4번지,37.55680466,126.8715591,양천로67길,염창동
1544, 송정역 3번출구 앞,강서구,강서구 공항동 36-16,37.56087875,126.8135452,공항대로10길,공항동
1545, 마곡수명산파크7단지 710동 앞,강서구,강서구 내발산동 755,37.54857254,126.8207626,남부순환로19길,내발산동
1546, 그랜드아이파크아파트 앞,강서구,강서구 화곡로 347,37.55510712,126.8515472,화곡로,화곡동
1547, 관문주유소(GS칼택스) 앞,강서구,강서구 공항대로 308,37.55802917,126.841835,공항대로,내발산동
1548, 증미역 2번출구,강서구,강서구 화곡로 347,37.55713272,126.8631439,공항대로59길,가양동
1549, 국립항공박물관,강서구,국립항공박물관 경내,37.55688477,126.8092651,남부순환로7길,공항동
1550, 남부순환로 205,강서구,남부순환로 205,37.54739761,126.8214111,남부순환로19길,내발산동
1551, 이랜드글로벌R&D센터,강서구,강서구 마곡동 727-356,37.56719208,126.8347549,마곡중앙8로1길,마곡동
1552, 마곡9단지 910동 상가앞,강서구,강서구 마곡동 730-854,37.56108475,126.8167954,공항대로15가길,마곡동
1553, 마곡9단지 907동앞,강서구,강서구 마곡동 730-868,37.5606842,126.8191834,공항대로,마곡동
1554, 마곡14단지 1408동앞,강서구,강서구 마곡동 729-20,37.55737305,126.8233261,마곡중앙1로,마곡동
1555, 마곡역 7번출구,강서구,강서구 마곡동 798,37.55974579,126.8243866,마곡중앙로,마곡동
1556, 신마곡벽산블루밍메트로오피스텔앞,강서구,강서구 방화동 904,37.57108688,126.8075409,양천로6길,방화동
1557, 마곡역5번출구앞,강서구,강서구 마곡동 799,37.55905914,126.8270493,마곡중앙로,마곡동
1558," 마곡역4,5번출구",강서구,강서구 마곡동 799,37.55932999,126.827179,마곡중앙로,마곡동
1559, 마곡역4번출구,강서구,강서구 마곡동 799,37.55931091,126.8274384,마곡중앙로,마곡동
1560, 화곡2동주민센터,강서구,강서구 곰달래로37길13,37.5318222,126.8546219,곰달래로37길,화곡동
1561, 우장산동 가곡어린이공원앞,강서구,강서구 내발산동 657-2,37.55545425,126.8375168,우장산로,내발산동
1562, 마곡동 767-6,강서구,강서구 마곡동 767-6,37.56354141,126.8245544,마곡서로,마곡동
1563, 서남환경공원(방화동도시개발2단지방향),강서구,강서구 마곡동 223-64,37.57334137,126.8233185,마곡서로,마곡동
1564, 양천향교역8번출구,강서구,강서구 마곡동 776,37.56902695,126.8398819,양천로,마곡동
1565, 허준박물관삼거리,강서구,강서구 가양동 1500-1,37.56724548,126.8503876,허준로5길,가양동
1566, 아망떼마곡전시장,강서구,강서구 마곡동로 31,37.55791473,126.8329773,마곡중앙4로,마곡동
1567, 주원 리젠트 앞,강서구,강서구 염창동 양천로699,37.55085754,126.8723373,양천로,염창동
1568, 마곡13단지힐스테이트마스터 후문(1320동 앞),강서구,서울시 강서구 마곡중앙1로 71 마곡13단지힐스테이트마스터 후문 인근,37.5567627,126.8186951,방화대로6다길,마곡동
1569, 김포공항입구 교통섬,강서구,방화동 886-15,37.56154633,126.8070831,개화동로31길,방화동
1570, 우장산역 헤링턴타워 앞,강서구,화곡동 1013-3,37.54661942,126.8362351,강서로45가길,화곡동
1571," 마곡엠밸리14단지 버스정류장(마곡엠밸리11,12단지상가방면)",강서구,강서구 마곡동 798-17,37.55823517,126.8257599,마곡중앙로,마곡동
1572, 등촌역 1번출구,강서구,강서구 등촌동 649-14,37.5518837,126.8635712,공항대로59길,등촌동
1573, 메이필드호텔앞,강서구,강서구 외발산동 276-9,37.549263,126.8167419,남부순환로,외발산동
1574, 왈도강서캠퍼스 앞,강서구,강서구 양천로 660,37.55221558,126.870224,양천로,염창동
1575, 가양역 1번출구,강서구,양천로57길 10-20,37.56250763,126.8527527,양천로57길,가양동
1576, 가양역 7번출구,강서구,화곡로 416,37.56019592,126.8549118,양천로,등촌동
1577, 강서우체국,강서구,등촌동 709,37.56418228,126.8402786,강서로56가길,등촌동
1578, 가양테크노타운,강서구,가양동1484-5,37.56035995,126.8627625,양천로,가양동
1579, 연세강서빌딩,강서구,방화동835-7,37.57625198,126.8173447,방화대로50길,방화동
1580, 등촌역 센터스퀘어,강서구,염창동312,37.55064774,126.8661652,공항대로,염창동
1581, LG사이언스파크 E10동,강서구,마곡동 788-5,37.56364822,126.8345413,마곡동로,마곡동
1582, 대상연구소,강서구,마곡동762-4,37.56980896,126.8285751,마곡중앙14로,마곡동
1583, 보타닉파크타워2,강서구,마곡동774-2,37.55948639,126.8313141,마곡동로3길,마곡동
1584,호돌이공원,강서구,화곡동 906-26,37.52841187,126.8460388,강서로5다길,화곡동
1585, 신도림동주민센터 앞,구로구,서울특별시 구로구 신도림로 40,37.50733185,126.8797302,신도림로,신도림동
1586, 도림천역 1번 출구 앞,구로구,서울특별시 구로구 경인로67길 160,37.51424026,126.8828735,경인로67나길,신도림동
1587, 신도림역 1번 출구 앞,구로구,서울특별시 구로구 경인로 688,37.50971985,126.8900986,도림천동자전거길,신도림동
1588, 구일우성(아) 육교 밑,구로구,서울특별시 구로구 구일로2길 59,37.48963165,126.8762589,구일로2길,구로동
1589, 해원리바파크 육교 밑,구로구,서울특별시 구로구 구일로 110,37.49528503,126.8721619,구일로,구로동
1590, 낙원교회 맞은편,구로구,서울특별시 구로구 구로동로42길 43,37.49750519,126.8843765,구로중앙로27길,구로동
1591, 구로디지털단지역 앞,구로구,서울특별시 구로구 시흥대로 577-2,37.48493958,126.9013214,시흥대로,구로동
1592, 한신휴아파트 앞,구로구,서울특별시 구로구 디지털로31길 120,37.48880005,126.8906632,도림로,구로동
1593, 구로리공원,구로구,서울특별시 구로구 구로중앙로 13,37.49103165,126.8921509,구로중앙로3길,구로동
1594, 대림역4번출구,구로구,서울특별시 구로구 도림천로 351,37.49440384,126.8944473,도림로31길,구로동
1595, 구로중학교앞,구로구,서울특별시 구로구 구로중앙로 48,37.49414062,126.8899841,구로중앙로19가길,구로동
1596, 서울미래초등학교 사거리,구로구,서울특별시 구로구 새말로 73,37.50437927,126.888298,새말로,구로동
1597, 삼부르네상스파크빌,구로구,서울특별시 구로구 남부순환로 1299,37.47874069,126.8950958,남부순환로,가리봉동
1598, 동양미래대학교 정문 옆,구로구,서울특별시 구로구 경인로 445,37.49988937,126.8676987,경인로,고척동
1599, 고척스카이돔구장 광장,구로구,서울특별시 구로구 경인로 430,37.49946976,126.8684006,안양천로,고척동
1600, 고척근린공원 고척도서관 앞,구로구,서울특별시 구로구 고척로45길 31,37.5038147,126.8519592,고척로43길,고척동
1601, 개봉지구대 개봉치안센터,구로구,서울특별시 구로구 경인로 293,37.49768448,126.8537293,경인로,개봉동
1602, 개봉역2번출구 A,구로구,서울특별시 구로구 경인로40길 47,37.49499512,126.8582535,개봉로24길,개봉동
1603, 개봉푸르지오아파트 상가,구로구,서울특별시 구로구 남부순환로 775,37.50170517,126.8472824,고척로23길,개봉동
